time,aX,aY,aZ,wX,wY,wZ,mX,mY,mZ
563932986913073,0.22818199,-0.040747203,9.804603,0.0013591739,7.406735E-4,7.673991E-4,20.877335,-0.79556274,-38.204185
563932987999532,0.23177314,-0.038353108,9.809391,0.0013591739,7.406735E-4,7.673991E-4,20.877335,-0.79556274,-38.204185
563933002717605,0.23177314,-0.038353108,9.809391,1.3744447E-4,7.406735E-4,7.673991E-4,20.877335,-0.79556274,-38.204185
563933006913073,0.23177314,-0.038353108,9.809391,1.3744447E-4,7.406735E-4,7.673991E-4,21.02517,-0.37034607,-38.335777
563933007623125,0.23416725,-0.043141305,9.8058,1.3744447E-4,7.406735E-4,7.673991E-4,21.02517,-0.37034607,-38.335777
563933022340365,0.23416725,-0.043141305,9.8058,-4.7342025E-4,0.0013515382,7.673991E-4,21.02517,-0.37034607,-38.335777
563933026913073,0.23416725,-0.043141305,9.8058,-4.7342025E-4,0.0013515382,7.673991E-4,20.72123,0.045394897,-38.64791
563933027246667,0.23177314,-0.03715606,9.801012,-4.7342025E-4,0.0013515382,7.673991E-4,20.72123,0.045394897,-38.64791
563933041964740,0.23177314,-0.03715606,9.801012,1.3744447E-4,1.2980876E-4,7.673991E-4,20.72123,0.045394897,-38.64791
563933046913073,0.23177314,-0.03715606,9.801012,1.3744447E-4,1.2980876E-4,7.673991E-4,21.719795,-0.7548218,-40.948586
563933046870261,0.2305761,-0.0383531,9.808193,1.3744447E-4,1.2980876E-4,7.673991E-4,21.719795,-0.7548218,-40.948586
563933061587553,0.2305761,-0.0383531,9.808193,7.483092E-4,7.406735E-4,1.5653437E-4,21.719795,-0.7548218,-40.948586
563933066913073,0.2305761,-0.0383531,9.808193,7.483092E-4,7.406735E-4,1.5653437E-4,20.8377,0.6936035,-40.40081
563933066493855,0.2377584,-0.03356491,9.808194,7.483092E-4,7.406735E-4,1.5653437E-4,20.8377,0.6936035,-40.40081
563933081211875,0.2377584,-0.03356491,9.808194,7.483092E-4,7.406735E-4,7.673991E-4,20.8377,0.6936035,-40.40081
563933086913073,0.2377584,-0.03356491,9.808194,7.483092E-4,7.406735E-4,7.673991E-4,21.622253,-1.5081177,-38.221123
563933086117396,0.22937904,-0.03715606,9.8057995,7.483092E-4,7.406735E-4,7.673991E-4,21.622253,-1.5081177,-38.221123
563933100834688,0.22937904,-0.03715606,9.8057995,1.3744447E-4,7.406735E-4,7.673991E-4,21.622253,-1.5081177,-38.221123
563933106913073,0.22937904,-0.03715606,9.8057995,1.3744447E-4,7.406735E-4,7.673991E-4,21.28759,-1.5806732,-40.03527
563933105740990,0.2305761,-0.032367855,9.814179,1.3744447E-4,7.406735E-4,7.673991E-4,21.28759,-1.5806732,-40.03527
563933120459063,0.2305761,-0.032367855,9.814179,1.3744447E-4,7.406735E-4,1.5653437E-4,21.28759,-1.5806732,-40.03527
563933126913073,0.2305761,-0.032367855,9.814179,1.3744447E-4,7.406735E-4,1.5653437E-4,22.490013,-0.704834,-39.77349
563933125364584,0.2257879,-0.032367855,9.810589,1.3744447E-4,7.406735E-4,1.5653437E-4,22.490013,-0.704834,-39.77349
563933140081823,0.2257879,-0.032367855,9.810589,7.483092E-4,0.0019624028,7.673991E-4,22.490013,-0.704834,-39.77349
563933146913073,0.2257879,-0.032367855,9.810589,7.483092E-4,0.0019624028,7.673991E-4,20.706818,-1.2656708,-39.219994
563933144988125,0.23536429,-0.043141305,9.810589,7.483092E-4,0.0019624028,7.673991E-4,20.706818,-1.2656708,-39.219994
563933159706250,0.23536429,-0.043141305,9.810589,0.0013591739,0.0019624028,7.673991E-4,20.706818,-1.2656708,-39.219994
563933166913073,0.23536429,-0.043141305,9.810589,0.0013591739,0.0019624028,7.673991E-4,22.546555,0.68951416,-37.070488
563933164611771,0.21860561,-0.039550155,9.816573,0.0013591739,0.0019624028,7.673991E-4,22.546555,0.68951416,-37.070488
563933179329011,0.21860561,-0.039550155,9.816573,1.3744447E-4,0.0025732676,7.673991E-4,22.546555,0.68951416,-37.070488
563933186913073,0.21860561,-0.039550155,9.816573,1.3744447E-4,0.0025732676,7.673991E-4,21.438438,0.5605774,-40.22367
563933184235313,0.22937904,-0.027579658,9.796223,1.3744447E-4,0.0025732676,7.673991E-4,21.438438,0.5605774,-40.22367
563933198953386,0.22937904,-0.027579658,9.796223,7.483092E-4,1.2980876E-4,1.5653437E-4,21.438438,0.5605774,-40.22367
563933206913073,0.22937904,-0.027579658,9.796223,7.483092E-4,1.2980876E-4,1.5653437E-4,20.07042,-1.203125,-41.20022
563933203858907,0.22818199,-0.041944258,9.811786,7.483092E-4,1.2980876E-4,1.5653437E-4,20.07042,-1.203125,-41.20022
563933218576198,0.22818199,-0.041944258,9.811786,0.0013591739,0.0013515382,7.673991E-4,20.07042,-1.203125,-41.20022
563933226913073,0.22818199,-0.041944258,9.811786,0.0013591739,0.0013515382,7.673991E-4,19.521423,-0.11274719,-38.86506
563933223482500,0.23177314,-0.035959005,9.806997,0.0013591739,0.0013515382,7.673991E-4,19.521423,-0.11274719,-38.86506
563933238200573,0.23177314,-0.035959005,9.806997,-4.7342025E-4,7.406735E-4,1.5653437E-4,19.521423,-0.11274719,-38.86506
563933246913073,0.23177314,-0.035959005,9.806997,-4.7342025E-4,7.406735E-4,1.5653437E-4,20.560326,0.44934082,-39.282326
563933243106094,0.23416725,-0.043141298,9.802209,-4.7342025E-4,7.406735E-4,1.5653437E-4,20.560326,0.44934082,-39.282326
563933257823334,0.23416725,-0.043141298,9.802209,7.483092E-4,7.406735E-4,1.5653437E-4,20.560326,0.44934082,-39.282326
563933266913073,0.23416725,-0.043141298,9.802209,7.483092E-4,7.406735E-4,1.5653437E-4,21.44712,0.2927246,-39.74978
563933262729636,0.22818199,-0.040747203,9.809391,7.483092E-4,7.406735E-4,1.5653437E-4,21.44712,0.2927246,-39.74978
563933277447761,0.22818199,-0.040747203,9.809391,7.483092E-4,1.2980876E-4,1.5653437E-4,21.44712,0.2927246,-39.74978
563933286913073,0.22818199,-0.040747203,9.809391,7.483092E-4,1.2980876E-4,1.5653437E-4,20.8583,0.1643219,-39.2891
563933282353282,0.23416725,-0.035959005,9.814179,7.483092E-4,1.2980876E-4,1.5653437E-4,20.8583,0.1643219,-39.2891
563933297070521,0.23416725,-0.035959005,9.814179,-4.7342025E-4,0.0019624028,7.673991E-4,20.8583,0.1643219,-39.2891
563933306913073,0.23416725,-0.035959005,9.814179,-4.7342025E-4,0.0019624028,7.673991E-4,21.295631,-1.1372528,-39.680656
563933301976823,0.2305761,-0.037156053,9.8058,-4.7342025E-4,0.0019624028,7.673991E-4,21.295631,-1.1372528,-39.680656
563933316694896,0.2305761,-0.037156053,9.8058,7.483092E-4,1.2980876E-4,-4.5433035E-4,21.295631,-1.1372528,-39.680656
563933321600417,0.2305761,-0.035959005,9.803406,7.483092E-4,1.2980876E-4,-4.5433035E-4,21.295631,-1.1372528,-39.680656
563933326913073,0.2305761,-0.035959005,9.803406,7.483092E-4,1.2980876E-4,-4.5433035E-4,20.997566,0.0025939941,-39.78425
563933336317709,0.2305761,-0.035959005,9.803406,7.483092E-4,0.0025732676,0.0019891285,20.997566,0.0025939941,-39.78425
563933341224011,0.2257879,-0.039550155,9.811785,7.483092E-4,0.0025732676,0.0019891285,20.997566,0.0025939941,-39.78425
563933346913073,0.2257879,-0.039550155,9.811785,7.483092E-4,0.0025732676,0.0019891285,19.815216,-1.5460663,-38.943245
563933355942084,0.2257879,-0.039550155,9.811785,1.3744447E-4,7.406735E-4,7.673991E-4,19.815216,-1.5460663,-38.943245
563933360847605,0.22818199,-0.035959005,9.795027,1.3744447E-4,7.406735E-4,7.673991E-4,19.815216,-1.5460663,-38.943245
563933366913073,0.22818199,-0.035959005,9.795027,1.3744447E-4,7.406735E-4,7.673991E-4,21.273247,0.671051,-41.039864
563933375564896,0.22818199,-0.035959005,9.795027,-4.7342025E-4,1.2980876E-4,7.673991E-4,21.273247,0.671051,-41.039864
563933386913073,0.22818199,-0.035959005,9.795027,-4.7342025E-4,1.2980876E-4,7.673991E-4,21.459038,0.031295776,-39.11196
563933380471198,0.2305761,-0.039550148,9.816574,-4.7342025E-4,1.2980876E-4,7.673991E-4,21.459038,0.031295776,-39.11196
563933395189271,0.2305761,-0.039550148,9.816574,7.483092E-4,0.0013515382,1.5653437E-4,21.459038,0.031295776,-39.11196
563933400094792,0.2257879,-0.040747195,9.81777,7.483092E-4,0.0013515382,1.5653437E-4,21.459038,0.031295776,-39.11196
563933406913073,0.2257879,-0.040747195,9.81777,7.483092E-4,0.0013515382,1.5653437E-4,20.585625,1.2118835,-38.090294
563933414812084,0.2257879,-0.040747195,9.81777,-4.7342025E-4,1.2980876E-4,1.5653437E-4,20.585625,1.2118835,-38.090294
563933419718386,0.2257879,-0.03715606,9.809391,-4.7342025E-4,1.2980876E-4,1.5653437E-4,20.585625,1.2118835,-38.090294
563933426913073,0.2257879,-0.03715606,9.809391,-4.7342025E-4,1.2980876E-4,1.5653437E-4,21.26751,-0.9078522,-41.138054
563933434436459,0.2257879,-0.03715606,9.809391,7.483092E-4,0.0013515382,1.5653437E-4,21.26751,-0.9078522,-41.138054
563933439341980,0.23416725,-0.04194425,9.8058,7.483092E-4,0.0013515382,1.5653437E-4,21.26751,-0.9078522,-41.138054
563933446913073,0.23416725,-0.04194425,9.8058,7.483092E-4,0.0013515382,1.5653437E-4,21.735367,-0.011505127,-40.2483
563933454059271,0.23416725,-0.04194425,9.8058,0.0013591739,0.0013515382,0.0013782638,21.735367,-0.011505127,-40.2483
563933458965573,0.2257879,-0.032367855,9.808194,0.0013591739,0.0013515382,0.0013782638,21.735367,-0.011505127,-40.2483
563933466913073,0.2257879,-0.032367855,9.808194,0.0013591739,0.0013515382,0.0013782638,20.09311,-1.1582642,-40.052803
563933473683646,0.2257879,-0.032367855,9.808194,1.3744447E-4,0.0013515382,7.673991E-4,20.09311,-1.1582642,-40.052803
563933478589167,0.22698495,-0.04074721,9.804604,1.3744447E-4,0.0013515382,7.673991E-4,20.09311,-1.1582642,-40.052803
563933486913073,0.22698495,-0.04074721,9.804604,1.3744447E-4,0.0013515382,7.673991E-4,19.817825,-0.8283844,-38.898613
563933493306459,0.22698495,-0.04074721,9.804604,0.0013591739,0.0019624028,0.0013782638,19.817825,-0.8283844,-38.898613
563933498212761,0.23177314,-0.032367855,9.806997,0.0013591739,0.0019624028,0.0013782638,19.817825,-0.8283844,-38.898613
563933506913073,0.23177314,-0.032367855,9.806997,0.0013591739,0.0019624028,0.0013782638,19.97393,-1.6693573,-38.454887
563933512930834,0.23177314,-0.032367855,9.806997,1.3744447E-4,0.0013515382,-4.5433035E-4,19.97393,-1.6693573,-38.454887
563933517836355,0.2257879,-0.04074721,9.814179,1.3744447E-4,0.0013515382,-4.5433035E-4,19.97393,-1.6693573,-38.454887
563933526913073,0.2257879,-0.04074721,9.814179,1.3744447E-4,0.0013515382,-4.5433035E-4,21.30577,-0.11967468,-39.290337
563933532553646,0.2257879,-0.04074721,9.814179,7.483092E-4,0.0019624028,7.673991E-4,21.30577,-0.11967468,-39.290337
563933537459948,0.2257879,-0.035959005,9.810588,7.483092E-4,0.0019624028,7.673991E-4,21.30577,-0.11967468,-39.290337
563933546913073,0.2257879,-0.035959005,9.810588,7.483092E-4,0.0019624028,7.673991E-4,20.98523,-0.73431396,-40.320625
563933552178021,0.2257879,-0.035959005,9.810588,7.483092E-4,0.0019624028,7.673991E-4,20.98523,-0.73431396,-40.320625
563933557083542,0.22937904,-0.028776705,9.804604,7.483092E-4,0.0019624028,7.673991E-4,20.98523,-0.73431396,-40.320625
563933566913073,0.22937904,-0.028776705,9.804604,7.483092E-4,0.0019624028,7.673991E-4,20.864365,-0.8211975,-38.85984
563933571800834,0.22937904,-0.028776705,9.804604,7.483092E-4,7.406735E-4,0.0013782638,20.864365,-0.8211975,-38.85984
563933576707136,0.2257879,-0.037156053,9.803406,7.483092E-4,7.406735E-4,0.0013782638,20.864365,-0.8211975,-38.85984
563933586913073,0.2257879,-0.037156053,9.803406,7.483092E-4,7.406735E-4,0.0013782638,20.705025,0.01335144,-39.46749
563933591425261,0.2257879,-0.037156053,9.803406,1.3744447E-4,0.0013515382,1.5653437E-4,20.705025,0.01335144,-39.46749
563933596330782,0.23177314,-0.034761958,9.799815,1.3744447E-4,0.0013515382,1.5653437E-4,20.705025,0.01335144,-39.46749
563933606913073,0.23177314,-0.034761958,9.799815,1.3744447E-4,0.0013515382,1.5653437E-4,20.42714,-0.37445068,-38.357933
563933611048021,0.23177314,-0.034761958,9.799815,-4.7342025E-4,7.406735E-4,-4.5433035E-4,20.42714,-0.37445068,-38.357933
563933615954323,0.22459084,-0.03476195,9.803406,-4.7342025E-4,7.406735E-4,-4.5433035E-4,20.42714,-0.37445068,-38.357933
563933626913073,0.22459084,-0.03476195,9.803406,-4.7342025E-4,7.406735E-4,-4.5433035E-4,20.707863,-0.9785919,-39.20214
563933630672448,0.22459084,-0.03476195,9.803406,1.3744447E-4,7.406735E-4,7.673991E-4,20.707863,-0.9785919,-39.20214
563933635577969,0.23177314,-0.0311708,9.801011,1.3744447E-4,7.406735E-4,7.673991E-4,20.707863,-0.9785919,-39.20214
563933646913073,0.23177314,-0.0311708,9.801011,1.3744447E-4,7.406735E-4,7.673991E-4,21.771652,-0.6522827,-38.325935
563933650295261,0.23177314,-0.0311708,9.801011,1.3744447E-4,0.0019624028,7.673991E-4,21.771652,-0.6522827,-38.325935
563933655201563,0.2377584,-0.0383531,9.808194,1.3744447E-4,0.0019624028,7.673991E-4,21.771652,-0.6522827,-38.325935
563933666913073,0.2377584,-0.0383531,9.808194,1.3744447E-4,0.0019624028,7.673991E-4,22.06678,0.054626465,-38.59806
563933669919636,0.2377584,-0.0383531,9.808194,0.0013591739,0.0019624028,1.5653437E-4,22.06678,0.054626465,-38.59806
563933674825157,0.2257879,-0.02997376,9.803406,0.0013591739,0.0019624028,1.5653437E-4,22.06678,0.054626465,-38.59806
563933686913073,0.2257879,-0.02997376,9.803406,0.0013591739,0.0019624028,1.5653437E-4,21.006874,-0.976532,-39.191063
563933689542448,0.2257879,-0.02997376,9.803406,7.483092E-4,0.0013515382,1.5653437E-4,21.006874,-0.976532,-39.191063
563933694448750,0.23536429,-0.041944258,9.803406,7.483092E-4,0.0013515382,1.5653437E-4,21.006874,-0.976532,-39.191063
563933706913073,0.23536429,-0.041944258,9.803406,7.483092E-4,0.0013515382,1.5653437E-4,19.934814,-0.036636353,-40.6426
563933709166823,0.23536429,-0.041944258,9.803406,7.483092E-4,1.2980876E-4,7.673991E-4,19.934814,-0.036636353,-40.6426
563933714072344,0.2305761,-0.044338353,9.809391,7.483092E-4,1.2980876E-4,7.673991E-4,19.934814,-0.036636353,-40.6426
563933726913073,0.2305761,-0.044338353,9.809391,7.483092E-4,1.2980876E-4,7.673991E-4,20.706818,-1.2656708,-39.219994
563933728789636,0.2305761,-0.044338353,9.809391,7.483092E-4,7.406735E-4,7.673991E-4,20.706818,-1.2656708,-39.219994
563933733695938,0.22937904,-0.035959005,9.796225,7.483092E-4,7.406735E-4,7.673991E-4,20.706818,-1.2656708,-39.219994
563933746913073,0.22937904,-0.035959005,9.796225,7.483092E-4,7.406735E-4,7.673991E-4,22.336739,-0.85580444,-39.951866
563933748414063,0.22937904,-0.035959005,9.796225,1.3744447E-4,7.406735E-4,1.5653437E-4,22.336739,-0.85580444,-39.951866
563933753319584,0.2329702,-0.041944258,9.802209,1.3744447E-4,7.406735E-4,1.5653437E-4,22.336739,-0.85580444,-39.951866
563933766913073,0.2329702,-0.041944258,9.802209,1.3744447E-4,7.406735E-4,1.5653437E-4,22.041489,-0.70791626,-39.790108
563933768036875,0.2329702,-0.041944258,9.802209,7.483092E-4,0.0013515382,7.673991E-4,22.041489,-0.70791626,-39.790108
563933772943178,0.22818199,-0.035959005,9.804603,7.483092E-4,0.0013515382,7.673991E-4,22.041489,-0.70791626,-39.790108
563933787661250,0.22818199,-0.035959005,9.804603,1.3744447E-4,0.0013515382,1.5653437E-4,22.041489,-0.70791626,-39.790108
563933786913073,0.22818199,-0.035959005,9.804603,1.3744447E-4,0.0013515382,1.5653437E-4,20.707863,-0.9785919,-39.20214
563933792566771,0.22818199,-0.04074721,9.810588,1.3744447E-4,0.0013515382,1.5653437E-4,20.707863,-0.9785919,-39.20214
563933806913073,0.22818199,-0.04074721,9.810588,1.3744447E-4,0.0013515382,1.5653437E-4,21.614502,-0.09840393,-38.787514
563933807284063,0.22818199,-0.04074721,9.810588,-4.7342025E-4,1.2980876E-4,7.673991E-4,21.614502,-0.09840393,-38.787514
563933812190365,0.22459085,-0.039550155,9.801012,-4.7342025E-4,1.2980876E-4,7.673991E-4,21.614502,-0.09840393,-38.787514
563933826913073,0.22459085,-0.039550155,9.801012,-4.7342025E-4,1.2980876E-4,7.673991E-4,20.99778,-1.7070312,-39.56353
563933826908490,0.22459085,-0.039550155,9.801012,0.0013591739,7.406735E-4,7.673991E-4,20.99778,-1.7070312,-39.56353
563933831814011,0.23177314,-0.028776705,9.815376,0.0013591739,7.406735E-4,7.673991E-4,20.99778,-1.7070312,-39.56353
563933846531303,0.23177314,-0.028776705,9.815376,7.483092E-4,7.406735E-4,7.673991E-4,20.99778,-1.7070312,-39.56353
563933846913073,0.23177314,-0.028776705,9.815376,7.483092E-4,7.406735E-4,7.673991E-4,21.600388,0.44369507,-39.57139
563933851437605,0.23177314,-0.043141305,9.808193,7.483092E-4,7.406735E-4,7.673991E-4,21.600388,0.44369507,-39.57139
563933866155678,0.23177314,-0.043141305,9.808193,7.483092E-4,0.0013515382,0.0019891285,21.600388,0.44369507,-39.57139
563933866913073,0.23177314,-0.043141305,9.808193,7.483092E-4,0.0013515382,0.0019891285,21.324806,-1.0795746,-38.20542
563933871061198,0.2305761,-0.033564903,9.7974205,7.483092E-4,0.0013515382,0.0019891285,21.324806,-1.0795746,-38.20542
563933885778490,0.2305761,-0.033564903,9.7974205,1.3744447E-4,7.406735E-4,7.673991E-4,21.324806,-1.0795746,-38.20542
563933886913073,0.2305761,-0.033564903,9.7974205,1.3744447E-4,7.406735E-4,7.673991E-4,21.295631,-1.1372528,-39.680656
563933890684792,0.22459084,-0.034761958,9.814179,1.3744447E-4,7.406735E-4,7.673991E-4,21.295631,-1.1372528,-39.680656
563933905402917,0.22459084,-0.034761958,9.814179,1.3744447E-4,7.406735E-4,7.673991E-4,21.295631,-1.1372528,-39.680656
563933906913073,0.22459084,-0.034761958,9.814179,1.3744447E-4,7.406735E-4,7.673991E-4,21.005829,-1.2636108,-39.208916
563933910308438,0.2257879,-0.047929496,9.7974205,1.3744447E-4,7.406735E-4,7.673991E-4,21.005829,-1.2636108,-39.208916
563933925025730,0.2257879,-0.047929496,9.7974205,7.483092E-4,0.0019624028,7.673991E-4,21.005829,-1.2636108,-39.208916
563933926913073,0.2257879,-0.047929496,9.7974205,7.483092E-4,0.0019624028,7.673991E-4,21.910912,-0.8140259,-38.821068
563933929932032,0.2257879,-0.040747195,9.799815,7.483092E-4,0.0019624028,7.673991E-4,21.910912,-0.8140259,-38.821068
563933944650105,0.2257879,-0.040747195,9.799815,7.483092E-4,1.2980876E-4,1.5653437E-4,21.910912,-0.8140259,-38.821068
563933946913073,0.2257879,-0.040747195,9.799815,7.483092E-4,1.2980876E-4,1.5653437E-4,22.049011,-0.40803528,-39.44442
563933949555625,0.23416725,-0.033564903,9.814178,7.483092E-4,1.2980876E-4,1.5653437E-4,22.049011,-0.40803528,-39.44442
563933964272917,0.23416725,-0.033564903,9.814178,1.3744447E-4,7.406735E-4,0.0013782638,22.049011,-0.40803528,-39.44442
563933966913073,0.23416725,-0.033564903,9.814178,1.3744447E-4,7.406735E-4,0.0013782638,21.430916,0.26068115,-40.56936
563933969179219,0.2305761,-0.039550155,9.8058,1.3744447E-4,7.406735E-4,0.0013782638,21.430916,0.26068115,-40.56936
563933983897344,0.2305761,-0.039550155,9.8058,1.3744447E-4,0.0013515382,7.673991E-4,21.430916,0.26068115,-40.56936
563933986913073,0.2305761,-0.039550155,9.8058,1.3744447E-4,0.0013515382,7.673991E-4,21.732758,-0.729187,-40.29293
563933988802865,0.2233938,-0.046732455,9.801012,1.3744447E-4,0.0013515382,7.673991E-4,21.732758,-0.729187,-40.29293
563934003520157,0.2233938,-0.046732455,9.801012,1.3744447E-4,7.406735E-4,1.5653437E-4,21.732758,-0.729187,-40.29293
563934006913073,0.2233938,-0.046732455,9.801012,1.3744447E-4,7.406735E-4,1.5653437E-4,19.653053,0.28042603,-39.816246
563934008426459,0.22937904,-0.039550155,9.8057995,1.3744447E-4,7.406735E-4,1.5653437E-4,19.653053,0.28042603,-39.816246
563934023144584,0.22937904,-0.039550155,9.8057995,1.3744447E-4,7.406735E-4,7.673991E-4,19.653053,0.28042603,-39.816246
563934026913073,0.22937904,-0.039550155,9.8057995,1.3744447E-4,7.406735E-4,7.673991E-4,21.446075,0.0056610107,-39.76763
563934028050105,0.2257879,-0.046732448,9.804604,1.3744447E-4,7.406735E-4,7.673991E-4,21.446075,0.0056610107,-39.76763
563934042767396,0.2257879,-0.046732448,9.804604,0.0013591739,0.0019624028,7.673991E-4,21.446075,0.0056610107,-39.76763
563934046913073,0.2257879,-0.046732448,9.804604,0.0013591739,0.0019624028,7.673991E-4,21.438438,0.5605774,-40.22367
563934047673698,0.2305761,-0.032367855,9.804604,0.0013591739,0.0019624028,7.673991E-4,21.438438,0.5605774,-40.22367
563934062391823,0.2305761,-0.032367855,9.804604,7.483092E-4,0.0013515382,7.673991E-4,21.438438,0.5605774,-40.22367
563934066913073,0.2305761,-0.032367855,9.804604,7.483092E-4,0.0013515382,7.673991E-4,21.006126,0.5895386,-39.420708
563934067297344,0.22459084,-0.040747203,9.809391,7.483092E-4,0.0013515382,7.673991E-4,21.006126,0.5895386,-39.420708
563934082014636,0.22459084,-0.040747203,9.809391,-4.7342025E-4,7.406735E-4,1.5653437E-4,21.006126,0.5895386,-39.420708
563934086913073,0.22459084,-0.040747203,9.809391,-4.7342025E-4,7.406735E-4,1.5653437E-4,20.570045,0.4685669,-38.79058
563934086920938,0.22698495,-0.04433836,9.802209,-4.7342025E-4,7.406735E-4,1.5653437E-4,20.570045,0.4685669,-38.79058
563934101639063,0.22698495,-0.04433836,9.802209,7.483092E-4,1.2980876E-4,1.5653437E-4,20.570045,0.4685669,-38.79058
563934106913073,0.22698495,-0.04433836,9.802209,7.483092E-4,1.2980876E-4,1.5653437E-4,21.594955,0.71795654,-39.88137
563934106544584,0.23177314,-0.039550155,9.796223,7.483092E-4,1.2980876E-4,1.5653437E-4,21.594955,0.71795654,-39.88137
563934121261875,0.23177314,-0.039550155,9.796223,7.483092E-4,0.0013515382,0.0013782638,21.594955,0.71795654,-39.88137
563934126913073,0.23177314,-0.039550155,9.796223,7.483092E-4,0.0013515382,0.0013782638,20.104286,0.1463623,-39.64463
563934126168178,0.2257879,-0.043141305,9.808194,7.483092E-4,0.0013515382,0.0013782638,20.104286,0.1463623,-39.64463
563934140886250,0.2257879,-0.043141305,9.808194,1.3744447E-4,0.0013515382,0.0013782638,20.104286,0.1463623,-39.64463
563934146913073,0.2257879,-0.043141305,9.808194,1.3744447E-4,0.0013515382,0.0013782638,21.428307,-0.45700073,-40.61399
563934145791771,0.22937904,-0.032367855,9.7974205,1.3744447E-4,0.0013515382,0.0013782638,21.428307,-0.45700073,-40.61399
563934160509115,0.22937904,-0.032367855,9.7974205,1.3744447E-4,7.406735E-4,0.0013782638,21.428307,-0.45700073,-40.61399
563934166913073,0.22937904,-0.032367855,9.7974205,1.3744447E-4,7.406735E-4,0.0013782638,21.736412,0.27555847,-40.230446
563934165415417,0.22818199,-0.035959005,9.796223,1.3744447E-4,7.406735E-4,0.0013782638,21.736412,0.27555847,-40.230446
