time,X,Y,Z
410940625530613,-8.596638,-15.909668,-58.74443
410940622124572,-8.596638,-15.909668,-58.74443
410940624624572,-8.596638,-15.909668,-58.74443
410940624624572,-8.596638,-15.909668,-58.74443
410940627124572,-8.596638,-15.909668,-58.74443
410940627124572,-8.596638,-15.909668,-58.74443
410940629624572,-8.596638,-15.909668,-58.74443
410940629624572,-8.596638,-15.909668,-58.74443
410940632124572,-8.596638,-15.909668,-58.74443
410940635530613,-9.489241,-17.313894,-59.00359
410940632124572,-9.489241,-17.313894,-59.00359
410940634624572,-9.489241,-17.313894,-59.00359
410940634624572,-9.489241,-17.313894,-59.00359
410940637124572,-9.489241,-17.313894,-59.00359
410940639624572,-9.489241,-17.313894,-59.00359
410940637124572,-9.489241,-17.313894,-59.00359
410940639624572,-9.489241,-17.313894,-59.00359
410940642124572,-9.489241,-17.313894,-59.00359
410940645530613,-8.860895,-18.031927,-58.348415
410940644624572,-8.860895,-18.031927,-58.348415
410940642124572,-8.860895,-18.031927,-58.348415
410940644624572,-8.860895,-18.031927,-58.348415
410940647124572,-8.860895,-18.031927,-58.348415
410940647124572,-8.860895,-18.031927,-58.348415
410940649624572,-8.860895,-18.031927,-58.348415
410940649624572,-8.860895,-18.031927,-58.348415
410940652124572,-8.860895,-18.031927,-58.348415
410940652124572,-8.860895,-18.031927,-58.348415
410940654624572,-8.860895,-18.031927,-58.348415
410940655530613,-8.760957,-19.4714,-58.887886
410940654624572,-8.760957,-19.4714,-58.887886
410940657124572,-8.760957,-19.4714,-58.887886
410940657124572,-8.760957,-19.4714,-58.887886
410940659624572,-8.760957,-19.4714,-58.887886
410940659624572,-8.760957,-19.4714,-58.887886
410940662124572,-8.760957,-19.4714,-58.887886
410940662124572,-8.760957,-19.4714,-58.887886
410940665530613,-8.840735,-17.655424,-60.189537
410940664624572,-8.840735,-17.655424,-60.189537
410940664624572,-8.840735,-17.655424,-60.189537
410940667124572,-8.840735,-17.655424,-60.189537
410940669624572,-8.840735,-17.655424,-60.189537
410940667124572,-8.840735,-17.655424,-60.189537
410940669624572,-8.840735,-17.655424,-60.189537
410940672124572,-8.840735,-17.655424,-60.189537
410940672124572,-8.840735,-17.655424,-60.189537
410940675530613,-9.56272,-18.892338,-58.628407
410940674624572,-9.56272,-18.892338,-58.628407
410940677124572,-9.56272,-18.892338,-58.628407
410940674624572,-9.56272,-18.892338,-58.628407
410940679624572,-9.56272,-18.892338,-58.628407
410940677124572,-9.56272,-18.892338,-58.628407
410940682124572,-9.56272,-18.892338,-58.628407
410940679624572,-9.56272,-18.892338,-58.628407
410940682124572,-9.56272,-18.892338,-58.628407
410940685530613,-8.509048,-17.611168,-59.120068
410940684624572,-8.509048,-17.611168,-59.120068
410940684624572,-8.509048,-17.611168,-59.120068
410940687124572,-8.509048,-17.611168,-59.120068
410940687124572,-8.509048,-17.611168,-59.120068
410940689624572,-8.509048,-17.611168,-59.120068
410940692124572,-8.509048,-17.611168,-59.120068
410940689624572,-8.509048,-17.611168,-59.120068
410940692124572,-8.509048,-17.611168,-59.120068
410940694624572,-8.509048,-17.611168,-59.120068
410940695530613,-9.501435,-17.577494,-58.991707
410940694624572,-9.501435,-17.577494,-58.991707
410940697124572,-9.501435,-17.577494,-58.991707
410940697124572,-9.501435,-17.577494,-58.991707
410940699624572,-9.501435,-17.577494,-58.991707
410940699624572,-9.501435,-17.577494,-58.991707
410940702124572,-9.501435,-17.577494,-58.991707
410940702124572,-9.501435,-17.577494,-58.991707
410940704624572,-9.501435,-17.577494,-58.991707
410940705530613,-11.033798,-18.535164,-60.65385
410940704624572,-11.033798,-18.535164,-60.65385
410940707124572,-11.033798,-18.535164,-60.65385
410940709624572,-11.033798,-18.535164,-60.65385
410940707124572,-11.033798,-18.535164,-60.65385
410940712124572,-11.033798,-18.535164,-60.65385
410940709624572,-11.033798,-18.535164,-60.65385
410940712124572,-11.033798,-18.535164,-60.65385
410940715530613,-9.329884,-17.419632,-58.08306
410940714624572,-9.329884,-17.419632,-58.08306
410940717124572,-9.329884,-17.419632,-58.08306
410940719624572,-9.329884,-17.419632,-58.08306
410940714624572,-9.329884,-17.419632,-58.08306
410940717124572,-9.329884,-17.419632,-58.08306
410940722124572,-9.329884,-17.419632,-58.08306
410940719624572,-9.329884,-17.419632,-58.08306
410940722124572,-9.329884,-17.419632,-58.08306
410940725530613,-10.739007,-19.278551,-59.244858
410940724624572,-10.739007,-19.278551,-59.244858
410940724624572,-10.739007,-19.278551,-59.244858
410940727124572,-10.739007,-19.278551,-59.244858
410940727124572,-10.739007,-19.278551,-59.244858
410940729624572,-10.739007,-19.278551,-59.244858
410940732124572,-10.739007,-19.278551,-59.244858
410940729624572,-10.739007,-19.278551,-59.244858
410940732124572,-10.739007,-19.278551,-59.244858
410940735530613,-11.004401,-17.865145,-59.619976
410940734624572,-11.004401,-17.865145,-59.619976
410940734624572,-11.004401,-17.865145,-59.619976
410940737124572,-11.004401,-17.865145,-59.619976
410940739624572,-11.004401,-17.865145,-59.619976
410940737124572,-11.004401,-17.865145,-59.619976
410940739624572,-11.004401,-17.865145,-59.619976
410940742124572,-11.004401,-17.865145,-59.619976
410940742124572,-11.004401,-17.865145,-59.619976
410940745530613,-11.004401,-17.865145,-59.619976
410940744624572,-11.004401,-17.865145,-59.619976
410940747124572,-11.004401,-17.865145,-59.619976
410940744624572,-11.004401,-17.865145,-59.619976
410940747124572,-11.004401,-17.865145,-59.619976
410940749624572,-11.004401,-17.865145,-59.619976
410940752124572,-11.004401,-17.865145,-59.619976
410940749624572,-11.004401,-17.865145,-59.619976
410940752124572,-11.004401,-17.865145,-59.619976
410940755530613,-8.177051,-17.57006,-58.35449
410940754624572,-8.177051,-17.57006,-58.35449
410940754624572,-8.177051,-17.57006,-58.35449
410940757124572,-8.177051,-17.57006,-58.35449
410940757124572,-8.177051,-17.57006,-58.35449
410940759624572,-8.177051,-17.57006,-58.35449
410940759624572,-8.177051,-17.57006,-58.35449
410940762124572,-8.177051,-17.57006,-58.35449
410940762124572,-8.177051,-17.57006,-58.35449
410940765530613,-11.357026,-18.27803,-58.08862
410940764624572,-11.357026,-18.27803,-58.08862
410940764624572,-11.357026,-18.27803,-58.08862
410940767124572,-11.357026,-18.27803,-58.08862
410940767124572,-11.357026,-18.27803,-58.08862
410940769624572,-11.357026,-18.27803,-58.08862
410940769624572,-11.357026,-18.27803,-58.08862
410940772124572,-11.357026,-18.27803,-58.08862
410940772124572,-11.357026,-18.27803,-58.08862
410940775530613,-9.340988,-17.694252,-59.13476
410940774624572,-9.340988,-17.694252,-59.13476
410940774624572,-9.340988,-17.694252,-59.13476
410940777124572,-9.340988,-17.694252,-59.13476
410940777124572,-9.340988,-17.694252,-59.13476
410940779624572,-9.340988,-17.694252,-59.13476
410940779624572,-9.340988,-17.694252,-59.13476
410940782124572,-9.340988,-17.694252,-59.13476
410940782124572,-9.340988,-17.694252,-59.13476
410940784624572,-9.340988,-17.694252,-59.13476
410940785530613,-9.09549,-15.962667,-59.05713
410940784624572,-9.09549,-15.962667,-59.05713
410940787124572,-9.09549,-15.962667,-59.05713
410940787124572,-9.09549,-15.962667,-59.05713
410940789624572,-9.09549,-15.962667,-59.05713
410940792124572,-9.09549,-15.962667,-59.05713
410940789624572,-9.09549,-15.962667,-59.05713
410940792124572,-9.09549,-15.962667,-59.05713
410940794624572,-9.09549,-15.962667,-59.05713
410940795530613,-9.661103,-17.468613,-59.60835
410940794624572,-9.661103,-17.468613,-59.60835
410940797124572,-9.661103,-17.468613,-59.60835
410940797124572,-9.661103,-17.468613,-59.60835
410940799624572,-9.661103,-17.468613,-59.60835
410940799624572,-9.661103,-17.468613,-59.60835
410940802124572,-9.661103,-17.468613,-59.60835
410940804624572,-9.661103,-17.468613,-59.60835
410940802124572,-9.661103,-17.468613,-59.60835
410940805530613,-8.50827,-17.619041,-59.879772
410940804624572,-8.50827,-17.619041,-59.879772
410940807124572,-8.50827,-17.619041,-59.879772
410940807124572,-8.50827,-17.619041,-59.879772
410940809624572,-8.50827,-17.619041,-59.879772
410940809624572,-8.50827,-17.619041,-59.879772
410940812124572,-8.50827,-17.619041,-59.879772
410940812124572,-8.50827,-17.619041,-59.879772
410940814624572,-8.50827,-17.619041,-59.879772
410940815530613,-9.752564,-19.445602,-59.519222
410940814624572,-9.752564,-19.445602,-59.519222
410940817124572,-9.752564,-19.445602,-59.519222
410940817124572,-9.752564,-19.445602,-59.519222
410940819624572,-9.752564,-19.445602,-59.519222
410940819624572,-9.752564,-19.445602,-59.519222
410940822124572,-9.752564,-19.445602,-59.519222
410940822124572,-9.752564,-19.445602,-59.519222
410940824624572,-9.752564,-19.445602,-59.519222
410940825530613,-8.162521,-17.330084,-60.645485
410940824624572,-8.162521,-17.330084,-60.645485
410940827124572,-8.162521,-17.330084,-60.645485
410940827124572,-8.162521,-17.330084,-60.645485
410940829624572,-8.162521,-17.330084,-60.645485
410940829624572,-8.162521,-17.330084,-60.645485
410940832124572,-8.162521,-17.330084,-60.645485
410940832124572,-8.162521,-17.330084,-60.645485
410940834624572,-8.162521,-17.330084,-60.645485
410940835530613,-8.800233,-16.710785,-58.103954
410940834624572,-8.800233,-16.710785,-58.103954
410940837124572,-8.800233,-16.710785,-58.103954
410940837124572,-8.800233,-16.710785,-58.103954
410940839624572,-8.800233,-16.710785,-58.103954
410940842124572,-8.800233,-16.710785,-58.103954
410940839624572,-8.800233,-16.710785,-58.103954
410940842124572,-8.800233,-16.710785,-58.103954
410940844624572,-8.800233,-16.710785,-58.103954
410940845530613,-9.140039,-16.866367,-57.192245
410940844624572,-9.140039,-16.866367,-57.192245
410940847124572,-9.140039,-16.866367,-57.192245
410940847124572,-9.140039,-16.866367,-57.192245
410940849624572,-9.140039,-16.866367,-57.192245
410940849624572,-9.140039,-16.866367,-57.192245
410940852124572,-9.140039,-16.866367,-57.192245
410940854624572,-9.140039,-16.866367,-57.192245
410940852124572,-9.140039,-16.866367,-57.192245
410940855530613,-10.962964,-16.929953,-58.44604
410940854624572,-10.962964,-16.929953,-58.44604
410940857124572,-10.962964,-16.929953,-58.44604
410940857124572,-10.962964,-16.929953,-58.44604
410940859624572,-10.962964,-16.929953,-58.44604
410940859624572,-10.962964,-16.929953,-58.44604
410940862124572,-10.962964,-16.929953,-58.44604
410940862124572,-10.962964,-16.929953,-58.44604
410940864624572,-10.962964,-16.929953,-58.44604
410940865530613,-8.720142,-18.529907,-57.106186
410940864624572,-8.720142,-18.529907,-57.106186
410940867124572,-8.720142,-18.529907,-57.106186
410940867124572,-8.720142,-18.529907,-57.106186
410940869624572,-8.720142,-18.529907,-57.106186
410940869624572,-8.720142,-18.529907,-57.106186
410940872124572,-8.720142,-18.529907,-57.106186
410940874624572,-8.720142,-18.529907,-57.106186
410940872124572,-8.720142,-18.529907,-57.106186
410940875530613,-8.668406,-17.505432,-60.040596
410940874624572,-8.668406,-17.505432,-60.040596
410940877124572,-8.668406,-17.505432,-60.040596
410940877124572,-8.668406,-17.505432,-60.040596
410940879624572,-8.668406,-17.505432,-60.040596
410940882124572,-8.668406,-17.505432,-60.040596
410940879624572,-8.668406,-17.505432,-60.040596
410940882124572,-8.668406,-17.505432,-60.040596
410940884624572,-8.668406,-17.505432,-60.040596
410940885530613,-9.2993965,-16.760635,-58.11277
410940884624572,-9.2993965,-16.760635,-58.11277
410940887124572,-9.2993965,-16.760635,-58.11277
410940887124572,-9.2993965,-16.760635,-58.11277
410940889624572,-9.2993965,-16.760635,-58.11277
410940892124572,-9.2993965,-16.760635,-58.11277
410940889624572,-9.2993965,-16.760635,-58.11277
410940892124572,-9.2993965,-16.760635,-58.11277
410940894624572,-9.2993965,-16.760635,-58.11277
410940895530613,-9.401184,-19.020119,-59.83505
410940894624572,-9.401184,-19.020119,-59.83505
410940897124572,-9.401184,-19.020119,-59.83505
410940897124572,-9.401184,-19.020119,-59.83505
410940899624572,-9.401184,-19.020119,-59.83505
410940899624572,-9.401184,-19.020119,-59.83505
410940902124572,-9.401184,-19.020119,-59.83505
410940902124572,-9.401184,-19.020119,-59.83505
410940904624572,-9.401184,-19.020119,-59.83505
410940905530613,-10.506016,-17.80742,-58.851456
410940904624572,-10.506016,-17.80742,-58.851456
410940907124572,-10.506016,-17.80742,-58.851456
410940907124572,-10.506016,-17.80742,-58.851456
410940909624572,-10.506016,-17.80742,-58.851456
410940909624572,-10.506016,-17.80742,-58.851456
410940912124572,-10.506016,-17.80742,-58.851456
410940912124572,-10.506016,-17.80742,-58.851456
410940914624572,-10.506016,-17.80742,-58.851456
410940915530613,-10.973914,-17.206148,-59.649685
410940917124572,-10.973914,-17.206148,-59.649685
410940914624572,-10.973914,-17.206148,-59.649685
410940917124572,-10.973914,-17.206148,-59.649685
410940919624572,-10.973914,-17.206148,-59.649685
410940919624572,-10.973914,-17.206148,-59.649685
410940922124572,-10.973914,-17.206148,-59.649685
410940922124572,-10.973914,-17.206148,-59.649685
410940924624572,-10.973914,-17.206148,-59.649685
410940925530613,-8.165168,-17.303314,-58.06249
410940924624572,-8.165168,-17.303314,-58.06249
410940927124572,-8.165168,-17.303314,-58.06249
410940927124572,-8.165168,-17.303314,-58.06249
410940929624572,-8.165168,-17.303314,-58.06249
410940932124572,-8.165168,-17.303314,-58.06249
410940929624572,-8.165168,-17.303314,-58.06249
410940932124572,-8.165168,-17.303314,-58.06249
410940934624572,-8.165168,-17.303314,-58.06249
410940935530613,-11.004868,-17.86042,-59.16415
410940934624572,-11.004868,-17.86042,-59.16415
410940937124572,-11.004868,-17.86042,-59.16415
410940937124572,-11.004868,-17.86042,-59.16415
410940939624572,-11.004868,-17.86042,-59.16415
410940939624572,-11.004868,-17.86042,-59.16415
410940942124572,-11.004868,-17.86042,-59.16415
410940944624572,-11.004868,-17.86042,-59.16415
410940942124572,-11.004868,-17.86042,-59.16415
410940945530613,-9.517393,-17.996511,-61.252995
410940944624572,-9.517393,-17.996511,-61.252995
410940947124572,-9.517393,-17.996511,-61.252995
410940947124572,-9.517393,-17.996511,-61.252995
410940949624572,-9.517393,-17.996511,-61.252995
410940949624572,-9.517393,-17.996511,-61.252995
410940952124572,-9.517393,-17.996511,-61.252995
410940952124572,-9.517393,-17.996511,-61.252995
410940954624572,-9.517393,-17.996511,-61.252995
410940955530613,-9.618421,-16.546015,-59.64994
410940954624572,-9.618421,-16.546015,-59.64994
410940957124572,-9.618421,-16.546015,-59.64994
410940957124572,-9.618421,-16.546015,-59.64994
410940959624572,-9.618421,-16.546015,-59.64994
410940959624572,-9.618421,-16.546015,-59.64994
410940962124572,-9.618421,-16.546015,-59.64994
410940962124572,-9.618421,-16.546015,-59.64994
410940964624601,-9.618421,-16.546015,-59.64994
410940965530642,-8.687476,-17.892956,-59.263065
410940964624601,-8.687476,-17.892956,-59.263065
410940967124601,-8.687476,-17.892956,-59.263065
410940967124601,-8.687476,-17.892956,-59.263065
410940969624601,-8.687476,-17.892956,-59.263065
410940972124601,-8.687476,-17.892956,-59.263065
410940969624601,-8.687476,-17.892956,-59.263065
410940972124601,-8.687476,-17.892956,-59.263065
410940974624601,-8.687476,-17.892956,-59.263065
410940975530642,-7.474603,-16.715946,-58.682266
410940974624601,-7.474603,-16.715946,-58.682266
410940977124601,-7.474603,-16.715946,-58.682266
410940977124601,-7.474603,-16.715946,-58.682266
410940979624601,-7.474603,-16.715946,-58.682266
410940979624601,-7.474603,-16.715946,-58.682266
410940982124601,-7.474603,-16.715946,-58.682266
410940982124601,-7.474603,-16.715946,-58.682266
410940984624601,-7.474603,-16.715946,-58.682266
410940985530642,-8.657612,-17.227661,-58.685013
410940984624601,-8.657612,-17.227661,-58.685013
410940987124601,-8.657612,-17.227661,-58.685013
410940987124601,-8.657612,-17.227661,-58.685013
410940989624601,-8.657612,-17.227661,-58.685013
410940989624601,-8.657612,-17.227661,-58.685013
410940992124601,-8.657612,-17.227661,-58.685013
410940992124601,-8.657612,-17.227661,-58.685013
410940994624601,-8.657612,-17.227661,-58.685013
410940995530642,-10.17324,-17.774187,-58.845577
410940994624601,-10.17324,-17.774187,-58.845577
410940997124601,-10.17324,-17.774187,-58.845577
410940997124601,-10.17324,-17.774187,-58.845577
410940999624601,-10.17324,-17.774187,-58.845577
410940999624601,-10.17324,-17.774187,-58.845577
410941002124601,-10.17324,-17.774187,-58.845577
410941002124601,-10.17324,-17.774187,-58.845577
410941004624601,-10.17324,-17.774187,-58.845577
410941005530642,-8.367207,-18.120173,-58.941425
410941004624601,-8.367207,-18.120173,-58.941425
410941007124601,-8.367207,-18.120173,-58.941425
410941007124601,-8.367207,-18.120173,-58.941425
410941009624601,-8.367207,-18.120173,-58.941425
410941009624601,-8.367207,-18.120173,-58.941425
410941012124601,-8.367207,-18.120173,-58.941425
410941012124601,-8.367207,-18.120173,-58.941425
410941014624601,-8.367207,-18.120173,-58.941425
410941015530642,-9.722856,-18.778732,-58.789227
410941014624601,-9.722856,-18.778732,-58.789227
410941017124601,-9.722856,-18.778732,-58.789227
410941017124601,-9.722856,-18.778732,-58.789227
410941019624601,-9.722856,-18.778732,-58.789227
410941019624601,-9.722856,-18.778732,-58.789227
410941022124601,-9.722856,-18.778732,-58.789227
410941024624601,-9.722856,-18.778732,-58.789227
410941022124601,-9.722856,-18.778732,-58.789227
410941025530642,-10.233902,-19.09533,-59.09004
410941024624601,-10.233902,-19.09533,-59.09004
410941027124601,-10.233902,-19.09533,-59.09004
410941027124601,-10.233902,-19.09533,-59.09004
410941029624601,-10.233902,-19.09533,-59.09004
410941029624601,-10.233902,-19.09533,-59.09004
410941032124601,-10.233902,-19.09533,-59.09004
410941032124601,-10.233902,-19.09533,-59.09004
410941034624601,-10.233902,-19.09533,-59.09004
410941035530642,-10.117272,-16.599014,-59.96264
410941037124601,-10.117272,-16.599014,-59.96264
410941034624601,-10.117272,-16.599014,-59.96264
410941037124601,-10.117272,-16.599014,-59.96264
410941039624601,-10.117272,-16.599014,-59.96264
410941039624601,-10.117272,-16.599014,-59.96264
410941042124601,-10.117272,-16.599014,-59.96264
410941042124601,-10.117272,-16.599014,-59.96264
410941044624601,-10.117272,-16.599014,-59.96264
410941045530642,-8.367985,-18.112299,-58.18172
410941044624601,-8.367985,-18.112299,-58.18172
410941047124601,-8.367985,-18.112299,-58.18172
410941047124601,-8.367985,-18.112299,-58.18172
410941049624601,-8.367985,-18.112299,-58.18172
410941049624601,-8.367985,-18.112299,-58.18172
410941052124601,-8.367985,-18.112299,-58.18172
410941055530642,-9.155375,-17.291683,-60.0613
410941052124601,-9.155375,-17.291683,-60.0613
410941054624601,-9.155375,-17.291683,-60.0613
410941054624601,-9.155375,-17.291683,-60.0613
410941057124601,-9.155375,-17.291683,-60.0613
410941057124601,-9.155375,-17.291683,-60.0613
410941059624601,-9.155375,-17.291683,-60.0613
410941059624601,-9.155375,-17.291683,-60.0613
410941062124601,-9.155375,-17.291683,-60.0613
410941065530642,-10.354002,-18.032354,-56.70946
410941062124601,-10.354002,-18.032354,-56.70946
410941064624601,-10.354002,-18.032354,-56.70946
410941064624601,-10.354002,-18.032354,-56.70946
410941067124601,-10.354002,-18.032354,-56.70946
410941067124601,-10.354002,-18.032354,-56.70946
410941069624601,-10.354002,-18.032354,-56.70946
410941069624601,-10.354002,-18.032354,-56.70946
410941072124601,-10.354002,-18.032354,-56.70946
410941072124601,-10.354002,-18.032354,-56.70946
410941075530642,-10.334464,-17.649555,-57.942814
410941074624601,-10.334464,-17.649555,-57.942814
410941077124601,-10.334464,-17.649555,-57.942814
410941074624601,-10.334464,-17.649555,-57.942814
410941077124601,-10.334464,-17.649555,-57.942814
410941079624601,-10.334464,-17.649555,-57.942814
410941079624601,-10.334464,-17.649555,-57.942814
410941082124601,-10.334464,-17.649555,-57.942814
410941085530642,-10.382154,-18.714972,-58.958866
410941084624601,-10.382154,-18.714972,-58.958866
410941082124601,-10.382154,-18.714972,-58.958866
410941084624601,-10.382154,-18.714972,-58.958866
410941087124601,-10.382154,-18.714972,-58.958866
410941087124601,-10.382154,-18.714972,-58.958866
410941089624601,-10.382154,-18.714972,-58.958866
410941089624601,-10.382154,-18.714972,-58.958866
410941092124601,-10.382154,-18.714972,-58.958866
410941095530642,-8.627125,-16.568665,-58.71472
410941092124601,-8.627125,-16.568665,-58.71472
410941094624601,-8.627125,-16.568665,-58.71472
410941094624601,-8.627125,-16.568665,-58.71472
410941097124601,-8.627125,-16.568665,-58.71472
410941099624601,-8.627125,-16.568665,-58.71472
410941097124601,-8.627125,-16.568665,-58.71472
410941099624601,-8.627125,-16.568665,-58.71472
410941102124601,-8.627125,-16.568665,-58.71472
410941102124601,-8.627125,-16.568665,-58.71472
410941105530642,-10.727902,-19.003931,-58.193153
410941104624601,-10.727902,-19.003931,-58.193153
410941104624601,-10.727902,-19.003931,-58.193153
410941107124601,-10.727902,-19.003931,-58.193153
410941107124601,-10.727902,-19.003931,-58.193153
410941109624601,-10.727902,-19.003931,-58.193153
410941109624601,-10.727902,-19.003931,-58.193153
410941112124601,-10.727902,-19.003931,-58.193153
410941112124601,-10.727902,-19.003931,-58.193153
410941114624601,-10.727902,-19.003931,-58.193153
410941115530642,-9.490019,-17.30602,-58.243885
410941117124601,-9.490019,-17.30602,-58.243885
410941114624601,-9.490019,-17.30602,-58.243885
410941117124601,-9.490019,-17.30602,-58.243885
410941119624601,-9.490019,-17.30602,-58.243885
410941119624601,-9.490019,-17.30602,-58.243885
410941122124601,-9.490019,-17.30602,-58.243885
410941122124601,-9.490019,-17.30602,-58.243885
410941125530642,-11.386423,-18.94805,-59.122494
410941124624601,-11.386423,-18.94805,-59.122494
410941124624601,-11.386423,-18.94805,-59.122494
410941127124601,-11.386423,-18.94805,-59.122494
410941127124601,-11.386423,-18.94805,-59.122494
410941129624601,-11.386423,-18.94805,-59.122494
410941129624601,-11.386423,-18.94805,-59.122494
410941132124601,-11.386423,-18.94805,-59.122494
410941132124601,-11.386423,-18.94805,-59.122494
410941135530642,-11.386423,-18.94805,-59.122494
410941134624601,-11.386423,-18.94805,-59.122494
410941134624601,-11.386423,-18.94805,-59.122494
410941137124601,-11.386423,-18.94805,-59.122494
410941137124601,-11.386423,-18.94805,-59.122494
410941139624601,-11.386423,-18.94805,-59.122494
410941139624601,-11.386423,-18.94805,-59.122494
410941142124601,-11.386423,-18.94805,-59.122494
410941142124601,-11.386423,-18.94805,-59.122494
410941145530642,-7.5344877,-18.044962,-59.686436
410941144624601,-7.5344877,-18.044962,-59.686436
410941144624601,-7.5344877,-18.044962,-59.686436
410941147124601,-7.5344877,-18.044962,-59.686436
410941147124601,-7.5344877,-18.044962,-59.686436
410941149624601,-7.5344877,-18.044962,-59.686436
410941149624601,-7.5344877,-18.044962,-59.686436
410941152124601,-7.5344877,-18.044962,-59.686436
410941152124601,-7.5344877,-18.044962,-59.686436
410941155530642,-8.63714,-16.85431,-60.83001
410941154624601,-8.63714,-16.85431,-60.83001
410941154624601,-8.63714,-16.85431,-60.83001
410941157124601,-8.63714,-16.85431,-60.83001
410941157124601,-8.63714,-16.85431,-60.83001
410941159624601,-8.63714,-16.85431,-60.83001
410941159624601,-8.63714,-16.85431,-60.83001
410941162124601,-8.63714,-16.85431,-60.83001
410941162124601,-8.63714,-16.85431,-60.83001
410941165530642,-11.238794,-19.322104,-58.645912
410941164624601,-11.238794,-19.322104,-58.645912
410941164624601,-11.238794,-19.322104,-58.645912
410941167124601,-11.238794,-19.322104,-58.645912
410941167124601,-11.238794,-19.322104,-58.645912
410941169624601,-11.238794,-19.322104,-58.645912
410941169624601,-11.238794,-19.322104,-58.645912
410941172124601,-11.238794,-19.322104,-58.645912
410941172124601,-11.238794,-19.322104,-58.645912
410941175530642,-8.699983,-18.153406,-58.947304
410941174624601,-8.699983,-18.153406,-58.947304
410941174624601,-8.699983,-18.153406,-58.947304
410941177124601,-8.699983,-18.153406,-58.947304
410941177124601,-8.699983,-18.153406,-58.947304
410941179624601,-8.699983,-18.153406,-58.947304
410941179624601,-8.699983,-18.153406,-58.947304
410941182124601,-8.699983,-18.153406,-58.947304
410941182124601,-8.699983,-18.153406,-58.947304
410941185530642,-8.539847,-18.267015,-58.78648
410941184624601,-8.539847,-18.267015,-58.78648
410941184624601,-8.539847,-18.267015,-58.78648
410941187124601,-8.539847,-18.267015,-58.78648
410941187124601,-8.539847,-18.267015,-58.78648
410941189624601,-8.539847,-18.267015,-58.78648
410941189624601,-8.539847,-18.267015,-58.78648
410941192124601,-8.539847,-18.267015,-58.78648
410941192124601,-8.539847,-18.267015,-58.78648
410941195530642,-9.520039,-17.969742,-58.67
410941194624601,-9.520039,-17.969742,-58.67
410941197124601,-9.520039,-17.969742,-58.67
410941194624601,-9.520039,-17.969742,-58.67
410941197124601,-9.520039,-17.969742,-58.67
410941199624601,-9.520039,-17.969742,-58.67
410941202124601,-9.520039,-17.969742,-58.67
410941199624601,-9.520039,-17.969742,-58.67
410941202124601,-9.520039,-17.969742,-58.67
410941205530642,-9.722544,-18.781881,-59.093105
410941204624601,-9.722544,-18.781881,-59.093105
410941204624601,-9.722544,-18.781881,-59.093105
410941207124601,-9.722544,-18.781881,-59.093105
410941207124601,-9.722544,-18.781881,-59.093105
410941209624601,-9.722544,-18.781881,-59.093105
410941212124601,-9.722544,-18.781881,-59.093105
410941209624601,-9.722544,-18.781881,-59.093105
