time,aX,aY,aZ,wX,wY,wZ,mX,mY,mZ
1556489444220,0.20094684,9.60906,-0.769664,0.02571151,0.010733382,0.03742701,0.26356125,-44.63401,-13.475801
1556489444244,0.20094684,9.60906,-0.769664,0.02571151,0.010733382,0.03742701,-0.2656212,-45.34758,-13.910732
1556489444240,0.49075153,9.621036,-0.90857875,0.02571151,0.010733382,0.03742701,-0.2656212,-45.34758,-13.910732
1556489444249,0.49075153,9.621036,-0.90857875,0.029440228,0.0027432712,0.06938746,-0.2656212,-45.34758,-13.910732
1556489444264,0.49075153,9.621036,-0.90857875,0.029440228,0.0027432712,0.06938746,-1.4986992,-43.37645,-14.485132
1556489444261,0.6272711,9.664147,-0.8031952,0.029440228,0.0027432712,0.06938746,-1.4986992,-43.37645,-14.485132
1556489444269,0.6272711,9.664147,-0.8031952,-3.8951775E-4,7.990096E-5,0.05979932,-1.4986992,-43.37645,-14.485132
1556489444284,0.6272711,9.664147,-0.8031952,-3.8951775E-4,7.990096E-5,0.05979932,-0.03200531,-43.882744,-14.125093
1556489444281,0.46680066,9.783901,-0.85109675,-3.8951775E-4,7.990096E-5,0.05979932,-0.03200531,-43.882744,-14.125093
1556489444289,0.46680066,9.783901,-0.85109675,-0.0014548656,0.02085419,0.03476364,-0.03200531,-43.882744,-14.125093
1556489444304,0.46680066,9.783901,-0.85109675,-0.0014548656,0.02085419,0.03476364,0.3756981,-45.809883,-14.027151
1556489444301,0.6033203,9.973112,-1.1217408,-0.0014548656,0.02085419,0.03476364,0.3756981,-45.809883,-14.027151
1556489444309,0.6033203,9.973112,-1.1217408,-0.0014548656,0.020321514,0.050743863,0.3756981,-45.809883,-14.027151
1556489444324,0.6033203,9.973112,-1.1217408,-0.0014548656,0.020321514,0.050743863,-0.48641777,-46.555115,-14.316017
1556489444321,1.0583855,9.944371,-0.7552936,-0.0014548656,0.020321514,0.050743863,-0.48641777,-46.555115,-14.316017
1556489444329,1.0583855,9.944371,-0.7552936,-0.044601467,-0.030815192,0.06619141,-0.48641777,-46.555115,-14.316017
1556489444344,1.0583855,9.944371,-0.7552936,-0.044601467,-0.030815192,0.06619141,-1.0542545,-44.514366,-14.574783
1556489444341,1.1709542,9.908445,-0.36010537,-0.044601467,-0.030815192,0.06619141,-1.0542545,-44.514366,-14.574783
1556489444349,1.1709542,9.908445,-0.36010537,-0.052591577,-0.02495578,0.0065319156,-1.0542545,-44.514366,-14.574783
1556489444364,1.1709542,9.908445,-0.36010537,-0.052591577,-0.02495578,0.0065319156,-0.7402382,-44.871803,-14.095257
1556489444361,0.55062854,9.803062,-0.6044035,-0.052591577,-0.02495578,0.0065319156,-0.7402382,-44.871803,-14.095257
1556489444369,0.55062854,9.803062,-0.6044035,-0.006781606,0.044824522,-0.08562069,-0.7402382,-44.871803,-14.095257
1556489444384,0.55062854,9.803062,-0.6044035,-0.006781606,0.044824522,-0.08562069,-1.2256508,-44.673805,-15.635366
1556489444381,0.07400759,9.867729,-1.0498884,-0.006781606,0.044824522,-0.08562069,-1.2256508,-44.673805,-15.635366
1556489444389,0.07400759,9.867729,-1.0498884,0.02304814,0.045357194,-0.08029395,-1.2256508,-44.673805,-15.635366
1556489444404,0.07400759,9.867729,-1.0498884,0.02304814,0.045357194,-0.08029395,-2.4216328,-45.441246,-14.866524
1556489444401,0.18657637,9.817432,-0.87504756,0.02304814,0.045357194,-0.08029395,-2.4216328,-45.441246,-14.866524
1556489444409,0.18657637,9.817432,-0.87504756,-0.014771718,-0.010040906,0.0049338927,-2.4216328,-45.441246,-14.866524
1556489444424,0.18657637,9.817432,-0.87504756,-0.014771718,-0.010040906,0.0049338927,-1.8377285,-43.53991,-14.33313
1556489444421,0.6248761,9.8725195,-0.6451199,-0.014771718,-0.010040906,0.0049338927,-1.8377285,-43.53991,-14.33313
1556489444430,0.6248761,9.8725195,-0.6451199,-0.023294501,-0.050524138,0.061397344,-1.8377285,-43.53991,-14.33313
1556489444444,0.6248761,9.8725195,-0.6451199,-0.023294501,-0.050524138,0.061397344,-0.3777523,-44.1717,-13.359383
1556489444441,0.833248,9.989879,-0.6283543,-0.023294501,-0.050524138,0.061397344,-0.3777523,-44.1717,-13.359383
1556489444450,0.833248,9.989879,-0.6283543,-0.016369738,-9.854464E-4,0.02677353,-0.3777523,-44.1717,-13.359383
1556489444464,0.833248,9.989879,-0.6283543,-0.016369738,-9.854464E-4,0.02677353,-2.0278816,-44.09002,-14.920065
1556489444462,0.63206124,9.968322,-0.69062644,-0.016369738,-9.854464E-4,0.02677353,-2.0278816,-44.09002,-14.920065
1556489444470,0.63206124,9.968322,-0.69062644,-0.014771718,0.022984885,-0.021699809,-2.0278816,-44.09002,-14.920065
1556489444484,0.63206124,9.968322,-0.69062644,-0.014771718,0.022984885,-0.021699809,-1.0847416,-45.173363,-14.545074
1556489444482,0.41410896,9.865334,-0.5517118,-0.014771718,0.022984885,-0.021699809,-1.0847416,-45.173363,-14.545074
1556489444490,0.41410896,9.865334,-0.5517118,-0.026490547,-0.004181492,-0.024363179,-1.0847416,-45.173363,-14.545074
1556489444504,0.41410896,9.865334,-0.5517118,-0.026490547,-0.004181492,-0.024363179,-1.3687401,-44.152206,-14.598486
1556489444502,0.385368,9.793481,-0.41279712,-0.026490547,-0.004181492,-0.024363179,-1.3687401,-44.152206,-14.598486
1556489444510,0.385368,9.793481,-0.41279712,-0.005183584,-0.037207283,0.008129938,-1.3687401,-44.152206,-14.598486
1556489444524,0.385368,9.793481,-0.41279712,-0.005183584,-0.037207283,0.008129938,-0.5238266,-43.813393,-15.355379
1556489444530,0.5841597,9.697679,-0.50860035,-0.005183584,-0.037207283,0.008129938,-0.5238266,-43.813393,-15.355379
1556489444521,0.5841597,9.697679,-0.50860035,0.03902836,-0.03507659,0.03476364,-0.5238266,-43.813393,-15.355379
1556489444544,0.5841597,9.697679,-0.50860035,0.03902836,-0.03507659,0.03476364,-0.49551964,-43.132355,-13.2579155
1556489444550,0.6943333,9.700073,-1.0810245,0.03902836,-0.03507659,0.03476364,-0.49551964,-43.132355,-13.2579155
1556489444541,0.6943333,9.700073,-1.0810245,0.06779276,0.013396752,0.018783418,-0.49551964,-43.132355,-13.2579155
1556489444564,0.6943333,9.700073,-1.0810245,0.06779276,0.013396752,0.018783418,-1.3870316,-44.5476,-14.58066
1556489444571,0.5003319,9.743184,-1.1696424,0.06779276,0.013396752,0.018783418,-1.3870316,-44.5476,-14.58066
1556489444562,0.5003319,9.743184,-1.1696424,0.014525357,0.0048739677,-0.0014581957,-1.3870316,-44.5476,-14.58066
1556489444584,0.5003319,9.743184,-1.1696424,0.014525357,0.0048739677,-0.0014581957,-1.4982319,-43.381172,-14.940956
1556489444582,0.54104817,9.726419,-0.9421098,0.014525357,0.0048739677,-0.0014581957,-1.4982319,-43.381172,-14.940956
1556489444590,0.54104817,9.726419,-0.9421098,-0.043536115,-0.023890428,0.019848766,-1.4982319,-43.381172,-14.940956
1556489444604,0.54104817,9.726419,-0.9421098,-0.043536115,-0.023890428,0.019848766,-1.1959419,-44.006935,-14.905371
1556489444602,0.953002,9.865334,-0.80080014,-0.043536115,-0.023890428,0.019848766,-1.1959419,-44.006935,-14.905371
1556489444610,0.953002,9.865334,-0.80080014,-0.06750645,-0.04466472,0.047015145,-1.1959419,-44.006935,-14.905371
1556489444624,0.953002,9.865334,-0.80080014,-0.06750645,-0.04466472,0.047015145,0.8002453,-43.80281,-14.41428
1556489444622,1.1254478,10.04736,-0.5373413,-0.06750645,-0.04466472,0.047015145,0.8002453,-43.80281,-14.41428
1556489444631,1.1254478,10.04736,-0.5373413,-0.06750645,-0.04466472,0.047015145,-0.22075844,-44.44703,-16.079496
1556489444644,1.1254478,10.04736,-0.5373413,-0.069637135,-0.060644947,0.03476364,-0.22075844,-44.44703,-16.079496
1556489444642,1.6930816,10.016224,-0.47746432,-0.069637135,-0.060644947,0.03476364,-0.22075844,-44.44703,-16.079496
1556489444651,1.6930816,10.016224,-0.47746432,-0.03874205,-0.024423104,0.0038685447,-0.22075844,-44.44703,-16.079496
1556489444664,1.6930816,10.016224,-0.47746432,-0.03874205,-0.024423104,0.0038685447,-1.5896931,-45.358162,-14.85183
1556489444662,1.6930816,10.016224,-0.47746432,-0.03874205,-0.024423104,0.0038685447,0.46747017,-43.836044,-14.420158
1556489444671,2.066714,10.124002,-0.8343313,-0.03874205,-0.024423104,0.0038685447,0.46747017,-43.836044,-14.420158
1556489444684,2.066714,10.124002,-0.8343313,-0.017435089,0.059739392,-0.079761274,0.46747017,-43.836044,-14.420158
1556489444683,2.066714,10.124002,-0.8343313,-0.017435089,0.059739392,-0.079761274,1.2869053,-44.013405,-14.089699
1556489444691,1.8703176,10.480869,-1.0139623,-0.017435089,0.059739392,-0.079761274,1.2869053,-44.013405,-14.089699
1556489444704,1.8703176,10.480869,-1.0139623,-0.06377773,0.11247412,-0.15806437,1.2869053,-44.013405,-14.089699
1556489444703,1.8703176,10.480869,-1.0139623,-0.06377773,0.11247412,-0.15806437,1.7926311,-43.836487,-14.542648
1556489444711,2.0595288,10.557512,-0.13975805,-0.06377773,0.11247412,-0.15806437,1.7926311,-43.836487,-14.542648
1556489444724,2.0595288,10.557512,-0.13975805,-0.15806101,0.111941464,-0.12290788,1.7926311,-43.836487,-14.542648
1556489444731,2.0595288,10.557512,-0.13975805,-0.15806101,0.111941464,-0.12290788,-2.0397644,-44.356766,-15.212061
1556489444722,3.3001802,10.318005,0.21710888,-0.15806101,0.111941464,-0.12290788,-2.0397644,-44.356766,-15.212061
1556489444744,3.3001802,10.318005,0.21710888,-0.111185715,0.14230387,-0.047268167,-2.0397644,-44.356766,-15.212061
1556489444742,3.3001802,10.318005,0.21710888,-0.111185715,0.14230387,-0.047268167,-0.20355797,-44.04061,-15.033737
1556489444751,3.6570473,10.092866,0.20034334,-0.111185715,0.14230387,-0.047268167,-0.20355797,-44.04061,-15.033737
1556489444763,3.6570473,10.092866,0.20034334,0.06619474,0.05387998,-0.02755922,-0.20355797,-44.04061,-15.033737
1556489444763,3.6570473,10.092866,0.20034334,0.06619474,0.05387998,-0.02755922,-1.3370094,-43.505806,-15.843721
1556489444771,3.798357,10.097656,-0.408007,0.06619474,0.05387998,-0.02755922,-1.3370094,-43.505806,-15.843721
1556489444784,3.798357,10.097656,-0.408007,0.25316334,0.009135359,0.032632947,-1.3370094,-43.505806,-15.843721
1556489444783,3.798357,10.097656,-0.408007,0.25316334,0.009135359,0.032632947,0.40571785,-45.146164,-13.601038
1556489444791,3.7887769,9.683308,-1.1456916,0.25316334,0.009135359,0.032632947,0.40571785,-45.146164,-13.601038
1556489444804,3.7887769,9.683308,-1.1456916,0.34638128,-0.011638929,0.12531821,0.40571785,-45.146164,-13.601038
1556489444803,3.7887769,9.683308,-1.1456916,0.34638128,-0.011638929,0.12531821,-0.42497635,-45.241844,-14.831259
1556489444811,4.6126842,9.352787,-1.698955,0.34638128,-0.011638929,0.12531821,-0.42497635,-45.241844,-14.831259
1556489444824,4.6126842,9.352787,-1.698955,0.43320715,-0.22470854,0.29257786,-0.42497635,-45.241844,-14.831259
1556489444823,4.904884,9.259378,-2.6809378,0.43320715,-0.22470854,0.29257786,-0.42497635,-45.241844,-14.831259
1556489444831,4.904884,9.259378,-2.6809378,0.43320715,-0.22470854,0.29257786,-0.5869808,-45.109344,-13.168789
1556489444844,4.904884,9.259378,-2.6809378,0.48700726,-0.38664147,0.37460968,-0.5869808,-45.109344,-13.168789
1556489444843,4.904884,9.259378,-2.6809378,0.48700726,-0.38664147,0.37460968,-3.0652866,-44.955322,-12.470993
1556489444852,5.4461718,9.347997,-3.133608,0.48700726,-0.38664147,0.37460968,-3.0652866,-44.955322,-12.470993
1556489444864,5.4461718,9.347997,-3.133608,0.35330606,-0.544313,0.4625009,-3.0652866,-44.955322,-12.470993
1556489444863,5.4461718,9.347997,-3.133608,0.35330606,-0.544313,0.4625009,-3.1941547,-44.19059,-13.4212265
1556489444872,5.898842,8.713301,-2.5420232,0.35330606,-0.544313,0.4625009,-3.1941547,-44.19059,-13.4212265
1556489444884,5.898842,8.713301,-2.5420232,0.1903078,-0.8681789,0.5823526,-3.1941547,-44.19059,-13.4212265
1556489444883,5.898842,8.713301,-2.5420232,0.1903078,-0.8681789,0.5823526,-2.9051476,-45.068924,-12.310171
1556489444892,6.2820544,8.521694,-2.14444,0.1903078,-0.8681789,0.5823526,-2.9051476,-45.068924,-12.310171
1556489444904,6.2820544,8.521694,-2.14444,0.19669989,-1.2703477,0.7235113,-2.9051476,-45.068924,-12.310171
1556489444903,6.2820544,8.521694,-2.14444,0.19669989,-1.2703477,0.7235113,-3.2261982,-44.83384,-11.872108
1556489444912,7.78377,9.324046,-2.4055037,0.19669989,-1.2703477,0.7235113,-3.2261982,-44.83384,-11.872108
1556489444924,7.78377,9.324046,-2.4055037,0.20096129,-1.3017756,0.71711916,-3.2261982,-44.83384,-11.872108
1556489444932,7.78377,9.324046,-2.4055037,0.20096129,-1.3017756,0.71711916,-3.9284916,-45.68953,-11.696274
1556489444923,7.4987555,9.115674,-2.7024937,0.20096129,-1.3017756,0.71711916,-3.9284916,-45.68953,-11.696274
1556489444944,7.4987555,9.115674,-2.7024937,0.016123377,-1.0109354,0.33785516,-3.9284916,-45.68953,-11.696274
1556489444943,7.4987555,9.115674,-2.7024937,0.016123377,-1.0109354,0.33785516,-5.765476,-45.99781,-11.114895
1556489444952,6.2149925,9.304886,-1.9576237,0.016123377,-1.0109354,0.33785516,-5.765476,-45.99781,-11.114895
1556489444964,6.2149925,9.304886,-1.9576237,-0.35355243,-0.8974759,-0.05792164,-5.765476,-45.99781,-11.114895
1556489444972,6.2149925,9.304886,-1.9576237,-0.35355243,-0.8974759,-0.05792164,-5.5295296,-44.556602,-13.60837
1556489444964,5.2593555,9.565949,-0.20921536,-0.35355243,-0.8974759,-0.05792164,-5.5295296,-44.556602,-13.60837
1556489444984,5.2593555,9.565949,-0.20921536,-0.66623205,-1.0018799,-0.33437946,-5.5295296,-44.556602,-13.60837
1556489444984,5.2593555,9.565949,-0.20921536,-0.66623205,-1.0018799,-0.33437946,-3.298277,-46.426453,-12.864395
1556489444992,3.8055422,9.199502,1.5415882,-0.66623205,-1.0018799,-0.33437946,-3.298277,-46.426453,-12.864395
1556489445004,3.8055422,9.199502,1.5415882,-0.71630347,-1.2272011,-0.6124353,-3.298277,-46.426453,-12.864395
1556489445004,3.8055422,9.199502,1.5415882,-0.71630347,-1.2272011,-0.6124353,-4.345585,-44.05433,-14.517267
1556489445012,1.2978934,9.240217,2.463694,-0.71630347,-1.2272011,-0.6124353,-4.345585,-44.05433,-14.517267
1556489445024,1.2978934,9.240217,2.463694,-0.6257488,-1.1760644,-0.9405625,-4.345585,-44.05433,-14.517267
1556489445032,1.2978934,9.240217,2.463694,-0.6257488,-1.1760644,-0.9405625,-4.3893566,-44.965904,-13.41209
1556489445023,-1.0085685,8.677374,3.0792294,-0.6257488,-1.1760644,-0.9405625,-4.3893566,-44.965904,-13.41209
1556489445044,-1.0085685,8.677374,3.0792294,-0.5335962,-0.9640602,-1.1562955,-4.3893566,-44.965904,-13.41209
1556489445043,-1.0085685,8.677374,3.0792294,-0.5335962,-0.9640602,-1.1562955,-3.4251251,-45.682198,-15.789862
1556489445052,-2.8647556,8.469002,3.2684407,-0.5335962,-0.9640602,-1.1562955,-3.4251251,-45.682198,-15.789862
1556489445064,-2.8647556,8.469002,3.2684407,-0.30188304,-0.9992166,-1.1515015,-3.4251251,-45.682198,-15.789862
1556489445064,-2.8647556,8.469002,3.2684407,-0.30188304,-0.9992166,-1.1515015,-1.0354977,-44.123695,-15.048431
1556489445072,-5.9280624,8.088184,2.6553004,-0.30188304,-0.9992166,-1.1515015,-1.0354977,-44.123695,-15.048431
1556489445084,-5.9280624,8.088184,2.6553004,0.009198615,-1.0407652,-1.0518914,-1.0354977,-44.123695,-15.048431
1556489445084,-5.9280624,8.088184,2.6553004,0.009198615,-1.0407652,-1.0518914,0.34552193,-46.47203,-14.301323
1556489445092,-7.1878753,8.143271,1.0122753,0.009198615,-1.0407652,-1.0518914,0.34552193,-46.47203,-14.301323
1556489445104,-7.1878753,8.143271,1.0122753,0.20469001,-0.9262403,-0.7535939,0.34552193,-46.47203,-14.301323
1556489445104,-7.1878753,8.143271,1.0122753,0.20469001,-0.9262403,-0.7535939,-1.0847416,-45.173363,-14.545074
1556489445112,-6.9579473,8.756412,-0.17089407,0.20469001,-0.9262403,-0.7535939,-1.0847416,-45.173363,-14.545074
1556489445124,-6.9579473,8.756412,-0.17089407,0.107210636,-0.78774506,-0.46435198,-1.0847416,-45.173363,-14.545074
1556489445132,-6.9579473,8.756412,-0.17089407,0.107210636,-0.78774506,-0.46435198,-0.42653275,-45.226097,-13.31185
1556489445124,-7.0729113,8.792338,0.2626154,0.107210636,-0.78774506,-0.46435198,-0.42653275,-45.226097,-13.31185
1556489445144,-7.0729113,8.792338,0.2626154,-0.16605115,-0.7067786,-0.33278146,-0.42653275,-45.226097,-13.31185
1556489445144,-7.0729113,8.792338,0.2626154,-0.16605115,-0.7067786,-0.33278146,0.8692303,-45.89656,-14.468216
1556489445153,-7.34116,8.900117,1.3475868,-0.16605115,-0.7067786,-0.33278146,0.8692303,-45.89656,-14.468216
1556489445164,-7.34116,8.900117,1.3475868,-0.30774245,-0.6332696,-0.26300117,0.8692303,-45.89656,-14.468216
1556489445165,-7.34116,8.900117,1.3475868,-0.30774245,-0.6332696,-0.26300117,-0.2507801,-45.11075,-16.505613
1556489445173,-6.625031,9.0007105,1.630206,-0.30774245,-0.6332696,-0.26300117,-0.2507801,-45.11075,-16.505613
1556489445184,-6.625031,9.0007105,1.630206,-0.23956016,-0.35574636,-0.20973377,-0.2507801,-45.11075,-16.505613
1556489445184,-6.625031,9.0007105,1.630206,-0.23956016,-0.35574636,-0.20973377,-0.7280445,-44.608208,-14.10714
1556489445193,-6.5412035,8.974364,1.0050901,-0.23956016,-0.35574636,-0.20973377,-0.7280445,-44.608208,-14.10714
1556489445204,-6.5412035,8.974364,1.0050901,-0.05046088,-0.092605375,-0.18949214,-0.7280445,-44.608208,-14.10714
1556489445205,-6.5412035,8.974364,1.0050901,-0.05046088,-0.092605375,-0.18949214,-0.42388725,-45.25287,-15.894842
1556489445213,-6.74239,8.97197,-0.18286948,-0.05046088,-0.092605375,-0.18949214,-0.42388725,-45.25287,-15.894842
1556489445224,-6.74239,8.97197,-0.18286948,0.11999482,0.08743844,-0.07230384,-0.42388725,-45.25287,-15.894842
1556489445224,-6.74239,8.97197,-0.18286948,0.11999482,0.08743844,-0.07230384,-1.2687988,-45.591675,-15.137949
1556489445233,-6.1292496,8.97676,-1.3013718,0.11999482,0.08743844,-0.07230384,-1.2687988,-45.591675,-15.137949
1556489445244,-6.1292496,8.97676,-1.3013718,0.12798493,0.20409407,0.14076577,-1.2687988,-45.591675,-15.137949
1556489445244,-6.1292496,8.97676,-1.3013718,0.12798493,0.20409407,0.14076577,-0.6587486,-46.70511,-14.464956
1556489445253,-5.0299077,9.333626,-1.2390999,0.12798493,0.20409407,0.14076577,-0.6587486,-46.70511,-14.464956
1556489445264,-5.0299077,9.333626,-1.2390999,-0.038209375,0.15455538,0.37887108,-0.6587486,-46.70511,-14.464956
1556489445265,-5.0299077,9.333626,-1.2390999,-0.038209375,0.15455538,0.37887108,-1.5901604,-45.35344,-14.396006
1556489445273,-3.5808845,9.441405,-0.5732675,-0.038209375,0.15455538,0.37887108,-1.5901604,-45.35344,-14.396006
1556489445284,-3.5808845,9.441405,-0.5732675,-0.1607244,0.12046424,0.5578496,-1.5901604,-45.35344,-14.396006
1556489445285,-3.5808845,9.441405,-0.5732675,-0.1607244,0.12046424,0.5578496,-2.4236565,-45.420776,-12.891293
